ourgaiaids_oid,pop_id,TIC,gaiadr3_source_id,epic_id,per,group,age_Myr,disco_paper,author,year,solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,nu_eff_used_in_astrometry,pseudocolour,pseudocolour_error,ra_pseudocolour_corr,dec_pseudocolour_corr,parallax_pseudocolour_corr,pmra_pseudocolour_corr,pmdec_pseudocolour_corr,astrometric_matched_transits,visibility_periods_used,astrometric_sigma5d_max,matched_transits,new_matched_transits,matched_transits_removed,ipd_gof_harmonic_amplitude,ipd_gof_harmonic_phase,ipd_frac_multi_peak,ipd_frac_odd_win,ruwe,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_method_used,rv_nb_transits,rv_nb_deblended_transits,rv_visibility_periods_used,rv_expected_sig_to_noise,rv_renormalised_gof,rv_chisq_pvalue,rv_time_duration,rv_amplitude_robust,rv_template_teff,rv_template_logg,rv_template_fe_h,rv_atm_param_origin,vbroad,vbroad_error,vbroad_nb_transits,grvs_mag,grvs_mag_error,grvs_mag_nb_transits,rvs_spec_sig_to_noise,phot_variable_flag,l,b,ecl_lon,ecl_lat,in_qso_candidates,in_galaxy_candidates,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,in_andromeda_survey,classprob_dsc_combmod_quasar,classprob_dsc_combmod_galaxy,classprob_dsc_combmod_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,azero_gspphot,azero_gspphot_lower,azero_gspphot_upper,ag_gspphot,ag_gspphot_lower,ag_gspphot_upper,ebpminrp_gspphot,ebpminrp_gspphot_lower,ebpminrp_gspphot_upper,libname_gspphot
106,105,177309964,5260885172922381824,,0.4533333333,CAR,45.0,Zhan_2019,Zhan,2019,1636148068921376768,Gaia DR3 5260885172922381824,5260885172922381824,462176857,2016.0,103.45258022679688,0.04678331,-75.70381515561311,0.050388087,10.964727306278862,0.049213085,222.80104,40.27127,4.632409397421579,0.05788868,40.00395197731952,0.058422845,-0.112897664,-0.14454946,-0.013951167,0.14534047,0.24599363,0.15133622,-0.35523966,0.09647209,-0.25109014,-0.12363957,288,0,287,1,3.5519073,2707.4714,0.51712054,98.60338,95,false,,1.1962314,0.0132389255,0.055925965,-0.12391829,-0.12886383,-0.05745696,0.025558611,34,25,0.08858464,38,38,0,0.009330356,137.10568,0,0,1.1522657,0.20466018,0.044828784,0.047954142,0.16181426,-109.73645,42.137913,-12.513148,-16.064663,false,312,31520.137176542445,64.880325,485.81967,14.440897,37,4852.794617473011,54.17799,89.57133,16.123562,37,42239.09992909396,205.37424,205.66893,13.183609,1.4940257,0,1,0,0,0,2.9399529,1.6826649,1.257288,17.246422,9.170239,2,19,5,17,11.993407,,,904.80927,,5500.0,4.5,0.0,0,,,,12.637009,0.038548864,15,,NOT_AVAILABLE,286.975452802596,-26.077599677793984,250.81632316353853,-79.93153287423686,false,false,0,true,true,false,false,false,true,true,false,1.3750302E-13,6.868207E-13,0.99648726,3274.0852,3271.6597,3276.4587,4.0943,4.0843,4.1049,-0.659,-0.6728,-0.6445,94.2965,93.8712,94.7408,1.0468,1.0403,1.0531,0.6583,0.6542,0.6623,0.4423,0.4397,0.4449,MARCS
107,106,300651846,5275157967723751936,,0.3441666667,CAR,45.0,Bouma_2024,Bouma,2024,1636148068921376768,Gaia DR3 5275157967723751936,5275157967723751936,88271283,2016.0,114.36670927894826,0.018732082,-66.75737858668742,0.019616093,9.134794643047213,0.019736266,462.8431,29.034456,-3.483207354472607,0.023552643,28.8247626870917,0.024429325,0.060601823,0.14434236,-0.025446458,-0.0042398684,0.12706071,0.026027873,-0.2172529,0.16401036,0.108573444,-0.07538504,322,0,319,3,4.039365,429.7239,0.11287402,3.7661135,31,false,1.2516745,,,,,,,,37,27,0.034824125,71,16,0,0.00476163,104.23396,0,0,1.1643269,0.22576313,0.03842899,0.18947582,0.14490233,-109.23356,-55.132637,20.37827,-37.13624,false,601,22794.94506825416,28.575632,797.7057,14.79277,66,3695.9922842624896,24.602625,150.22755,16.419214,65,29954.66316583996,113.20833,264.5977,13.556734,1.4762332,0,0,1,0,0,2.8624802,1.6264439,1.2360363,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,278.5620945869665,-20.420857385308896,192.36201553147603,-80.40531256196824,false,false,0,true,true,false,false,false,true,true,false,1.3750302E-13,6.8765615E-13,0.99648726,3355.1487,3352.6208,3359.7512,4.4097,4.4027,4.4377,-0.272,-0.2838,-0.2176,109.3454,109.0822,109.6636,0.9887,0.9796,0.9954,0.6274,0.6215,0.6317,0.4168,0.4131,0.4195,MARCS
108,107,264767454,5295268619511701760,,0.4170833333,Columba,42.0,Bouma_2024,Bouma,2024,1636148068921376768,Gaia DR3 5295268619511701760,5295268619511701760,1648211956,2016.0,117.30223036413739,0.314072,-57.792990891449115,0.32715374,8.081690355990483,0.33888146,23.848133,18.564844,-7.146174725693508,0.4291923,17.134339652604552,0.4074522,0.098613925,0.1574078,0.08081389,0.056878965,0.22579552,0.11452729,-0.046876684,0.15779719,-0.10921904,0.10066619,384,0,384,0,178.49785,310844.0,4.2449856,8204.97,95,false,,1.2333995,0.08462261,-0.044297006,-0.058621064,0.010955403,-0.015173268,0.0825315,44,27,0.6123042,47,47,0,0.08012578,21.714046,81,0,12.296078,0.10495495,0.033518225,0.051496174,0.05309878,-66.94366,-47.40624,44.187233,-9.741623,false,352,33701.93291317485,49.78851,676.90186,14.36823,43,6969.220377723674,20.965958,332.4065,15.730581,43,60039.33405767235,95.05294,631.641,12.8018055,1.9882704,0,0,0,0,0,2.9287758,1.3623514,1.5664244,46.389553,7.1868525,2,12,0,11,15.998079,,,787.46277,,5500.0,4.5,0.0,0,,,,12.23683,0.023710378,13,,NOT_AVAILABLE,270.54332808250444,-15.516322454234729,158.16496041947002,-74.73026002343357,false,false,0,true,true,false,false,false,false,true,false,1.3750302E-13,6.868207E-13,0.99648726,,,,,,,,,,,,,,,,,,,,,,
109,108,89463560,5314298588812179328,,0.3929166667,Argus,45.0,Bouma_2024,Bouma,2024,1636148068921376768,Gaia DR3 5314298588812179328,5314298588812179328,142723245,2016.0,127.0786625797922,0.024021175,-59.5983292660159,0.022612851,8.046018125639748,0.02432281,330.80133,42.49366,-28.848830015526197,0.031945225,31.200256733586215,0.02929807,0.018280517,0.07964179,-0.14776632,-0.112760335,0.20558564,-0.106101565,-0.17428608,-0.016556252,-0.13758914,0.03645775,283,0,282,1,6.920251,494.45825,0.16228393,7.0882993,31,false,1.2426542,,,,,,,,32,22,0.044709414,54,15,0,0.015093633,145.63815,1,0,1.3066657,0.21287791,0.08160385,0.09128473,0.16686358,-56.605812,10.387552,56.181366,0.55155927,false,438,22907.657050243168,21.96489,1042.9215,14.7874155,46,3421.7709477968847,20.47064,167.15506,16.502914,49,30648.693644910363,62.537285,490.08673,13.531865,1.4872959,0,0,0,0,0,2.9710493,1.7154989,1.2555504,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,274.77483616212254,-12.035881906079707,174.87950870259343,-72.16173859276101,false,false,0,true,true,false,false,false,false,true,false,1.160294E-13,5.7963476E-13,0.99861324,,,,,,,,,,,,,,,,,,,,,,
110,109,94088626,5368673630700201984,,0.275,Argus,45.0,Bouma_2024,Bouma,2024,1636148068921376768,Gaia DR3 5368673630700201984,5368673630700201984,1116312911,2016.0,176.5956063497127,0.012854607,-52.64772630838045,0.013507457,17.324541606520086,0.02044425,847.4041,88.07499,-87.20704741128495,0.018285982,12.334270275164654,0.017935418,0.23732845,-0.0720002,-0.051092364,0.006469612,0.004815417,0.01191509,0.0022464755,0.21073042,-0.022258013,0.34785053,461,0,459,2,3.5780962,638.66376,0.084717475,3.7170906,31,false,1.2338492,,,,,,,,54,26,0.029135507,63,22,0,0.01351291,83.71875,0,0,1.1203005,0.05699349,0.22871508,0.09961589,0.33751088,-78.032524,-52.026573,-33.76546,18.897968,false,511,37761.46443714237,48.055687,785.7855,14.244745,56,5279.420056094077,35.152164,150.18762,16.032076,57,51612.34723381447,175.76514,293.64383,12.966011,1.5066091,0,0,0,0,0,3.0660648,1.7873306,1.2787342,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,293.0266210473531,8.968357944415855,205.05666989565282,-48.043821038795144,false,false,0,true,true,false,false,false,false,true,false,1.1192878E-13,5.590786E-13,0.9990192,,,,,,,,,,,,,,,,,,,,,,
111,110,294328887,5485498390406148736,,0.3545833333,Carina near moving group,200.0,Bouma_2024,Bouma,2024,1636148068921376768,Gaia DR3 5485498390406148736,5485498390406148736,1663695944,2016.0,108.97847939940308,0.024114938,-59.34149920022226,0.025158737,10.270515981802486,0.025952706,395.7397,27.791359,-0.3386473434535411,0.035108343,27.789295415586963,0.032397334,-0.048941597,0.0786692,0.017963761,-0.06319323,0.22364232,-0.0136419805,-0.1990797,0.15065199,-0.26219085,-0.11890006,379,0,378,1,1.4339205,487.6373,0.11915115,2.1039903,31,false,1.2220799,,,,,,,,43,27,0.050208364,46,17,0,0.0019994688,67.17357,0,0,1.0520473,0.08292109,0.07673257,0.088248424,0.011861658,-83.865486,44.288475,26.936829,2.2482247,false,385,10427.377577845707,9.467747,1101.3579,15.641929,45,1292.6238880959695,8.44161,153.12527,17.559862,46,14592.563615873822,30.878347,472.5824,14.337566,1.5234115,0,2,0,0,0,3.2222958,1.9179335,1.3043623,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,270.25219741817295,-20.11298508588677,148.84993364118793,-78.82702606089852,false,false,0,true,false,false,false,false,true,true,false,1.0252929E-13,5.153723E-13,0.9999498,3315.3818,3295.255,3321.0015,4.7687,4.7619,4.7887,0.3318,0.2895,0.3548,98.4039,97.8928,99.6104,1.2405,1.2232,1.2551,0.7596,0.7488,0.7686,0.5426,0.5332,0.5486,MARCS
112,111,363963079,5506029021277336576,,0.3258333333,Argus,45.0,Bouma_2024,Bouma,2024,1636148068921376768,Gaia DR3 5506029021277336576,5506029021277336576,1011758233,2016.0,110.4800379009299,0.11431293,-49.63464554320851,0.115153074,12.008617641559034,0.11696336,102.669914,54.710064,-25.837913944116707,0.1550489,48.22440575856672,0.14535306,0.16788355,-0.0048397286,-0.07252907,-0.04878247,0.098905906,-0.035403125,-0.32387355,0.07934211,-0.07054113,0.14474049,362,0,350,12,118.261086,25166.408,1.4244382,904.79443,31,false,1.2321947,,,,,,,,41,27,0.22530794,44,18,0,0.019303786,32.6487,0,0,8.002313,0.16650325,0.17526674,0.16935144,0.13863009,-67.31423,-39.637417,-40.84973,-40.59445,false,358,35405.65265445725,65.67037,539.14197,14.314686,42,4994.984542264526,41.7343,119.685356,16.092207,40,49869.87105159287,176.62328,282.35162,13.0033,1.5496073,0,0,0,0,0,3.0889072,1.7775211,1.3113861,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,261.10422954333944,-15.723125073147308,131.78461719955683,-70.1184740943703,false,false,0,true,true,false,false,false,false,true,false,1.0885115E-13,5.43706E-13,0.99932396,,,,,,,,,,,,,,,,,,,,,,
113,112,402980664,565706429072383232,,0.7733333333,Columba,42.0,Bouma_2024,Bouma,2024,1636148068921376768,Gaia DR3 565706429072383232,565706429072383232,1131256195,2016.0,16.73334799010598,0.023977993,80.4594551063459,0.023114331,46.93058593627975,0.027604628,1700.0985,208.20428,206.66662783138008,0.029185673,-25.25726495610692,0.029188145,-0.11486433,0.2611965,-0.41199422,0.14171553,0.16012903,0.008817946,-0.015417789,-0.22625788,0.35170826,-0.25152645,333,333,331,2,11.555845,2842.441,0.25490174,71.02778,31,false,1.2359868,,,,,,,,40,25,0.046839155,46,18,0,0.0056141643,35.772766,0,0,1.4839835,,,,,,,,,false,366,193612.6565180655,165.32094,1171.1321,12.470033,43,27539.57160398541,101.427376,271.5201,14.238649,41,263270.46137176594,608.43134,432.70364,11.19689,1.5020198,0,2,0,0,0,3.0417595,1.7686167,1.2731428,-12.327255,2.2616026,1,21,1,16,57.347004,5.7169733,0.0,941.89417,37.42528,3300.0,4.5,0.25,101,,,,10.623154,0.012435142,20,57.691517,NOT_AVAILABLE,123.6050593732345,17.60796385027108,69.99829360659655,62.35132352686899,false,false,0,true,true,true,false,false,false,true,false,1.2558453E-13,6.272884E-13,0.9976672,,,,,,,,,,,,,,,,,,,,,,
114,113,359892714,5841324542416019712,,0.4720833333,Epsilon Chamaeleontis,3.700000047683716,Bouma_2024,Bouma,2024,1636148068921376768,Gaia DR3 5841324542416019712,5841324542416019712,1718884267,2016.0,185.70196142721792,0.04014774,-74.17238182863366,0.045167524,10.448442222448275,0.047535397,219.8034,43.734066,-42.72653250830414,0.04979658,-9.333371223231852,0.06152024,0.068397194,-0.1315964,-0.18718326,0.10739066,-0.024398558,0.15297042,0.22301042,0.07021191,0.049901143,0.19824092,349,0,348,1,1.804329,714.2449,0.35430896,9.852882,31,false,1.1732559,,,,,,,,40,26,0.088632174,47,14,0,0.005407076,130.46371,0,0,1.0686809,0.18482243,0.11431198,0.069307975,0.19798729,-49.09838,-76.30101,7.589931,-11.603206,false,391,6497.698447909696,12.003959,541.2963,16.155468,46,433.49551593575677,11.140164,38.912846,18.74608,44,10407.05348846931,43.44678,239.53566,14.7045765,1.6683675,0,1,0,0,0,4.041504,2.5906124,1.4508915,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,300.94515969642634,-11.411175403173157,236.3401969615456,-60.68232291307556,false,false,0,true,false,false,false,false,false,true,false,1.0203345E-13,5.0965205E-13,0.9999989,,,,,,,,,,,,,,,,,,,,,,
115,114,335598085,5857065971210881408,,0.6604166667,Lower CentaurusâCrux,16.0,Stauffer_2021,Stauffer,2021,1636148068921376768,Gaia DR3 5857065971210881408,5857065971210881408,409499465,2016.0,194.89842630520755,0.023917386,-68.13371278971537,0.027647927,9.454030214071125,0.033975646,278.259,40.902664,-37.88380366467465,0.030126693,-15.422234757272893,0.03797261,0.04098798,-0.22534786,-0.17840315,-0.0022533082,0.14244781,0.06258118,-0.043428443,0.14005509,0.17404746,0.211207,432,0,430,2,43.049187,3760.58,0.33462232,98.103355,31,false,1.25237,,,,,,,,49,27,0.05442112,57,19,0,0.009312137,78.40645,0,0,2.794259,0.1748281,0.18177491,0.025720166,0.21877041,-102.69791,-73.91379,26.584368,-18.539257,false,461,112050.52391183414,96.68077,1158.9742,13.063832,51,18355.142393383925,60.606003,302.86014,14.679148,52,147274.8880694972,238.18626,618.3181,11.827574,1.4781728,0,1,0,0,0,2.851574,1.6153154,1.2362585,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,303.6943989230007,-5.274037980273251,231.77783651620217,-54.427924937787225,false,false,0,true,true,false,false,false,true,true,false,1.0202512E-11,5.0961034E-11,1.0000273E-6,3525.372,3524.192,3526.6265,4.0126,3.9755,4.0159,0.1278,0.1198,0.1304,101.9686,101.6846,104.8854,1.0625,1.0599,1.0652,0.6767,0.675,0.6784,0.4564,0.4554,0.4576,MARCS
116,115,442571495,6016421494262600960,,0.3995833333,Upper CentaurusâLupus,16.0,Bouma_2024,Bouma,2024,1636148068921376768,Gaia DR3 6016421494262600960,6016421494262600960,1771749573,2016.0,236.9029032192883,0.034633882,-31.445192282657384,0.028708046,12.344973637167179,0.03592079,343.6721,63.37855,-37.1061932320268,0.043770574,-51.38065067390025,0.037103046,-0.38882664,-0.123573385,0.21710347,-0.32438672,0.20422365,-0.2335463,0.84694475,-0.14558844,0.114976026,-0.25620952,386,0,382,4,16.12688,1095.0748,0.19556603,18.955336,31,false,1.2374685,,,,,,,,45,15,0.06772662,52,7,0,0.01256976,121.94702,0,0,1.6404629,0.43865216,0.65433854,0.40425512,0.18187492,-166.91304,6.0824084,-47.70277,1.6818892,false,445,43185.91187467391,26.02933,1659.125,14.099011,50,6229.303672452962,19.815714,314.36182,15.852444,51,58738.13699390396,59.200985,992.18176,12.825595,1.5043665,0,1,0,0,0,3.0268488,1.7534323,1.2734165,-18.578178,3.1446726,2,21,7,11,19.275192,,,769.2148,,3300.0,4.5,0.25,101,,,,12.227715,0.028774973,15,,NOT_AVAILABLE,341.49614900489576,17.93299130438807,241.64590693513156,-11.206024360802015,false,false,0,false,false,false,false,false,false,true,false,1.2558453E-13,6.272884E-13,0.9976672,,,,,,,,,,,,,,,,,,,,,,
117,116,67897871,6041816502013814400,202724025,0.2595833333,Upper Scorpius,10.0,Stauffer_2017,Stauffer,2017,1636148068921376768,Gaia DR3 6041816502013814400,6041816502013814400,353416015,2016.0,242.23725498710687,0.03973045,-28.599395765096908,0.0270892,6.719633870308402,0.046419363,144.7593,27.12829,-9.752660186963073,0.05129733,-25.314615733386354,0.037428916,-0.41268772,-0.22171427,0.1195066,-0.26819432,0.021493483,-0.19289784,0.6426656,-0.17872599,-0.15690888,-0.19172277,462,0,462,0,39.38685,3226.7808,0.33518898,82.992035,31,false,1.2377477,,,,,,,,52,19,0.07354527,55,8,0,0.01820607,57.157684,0,0,2.5531833,0.08962686,0.57851344,0.18737437,0.10740436,170.96477,12.276754,31.688532,-32.43452,false,476,59520.26829462952,54.935608,1083.4552,13.750705,51,8713.642911912755,30.916681,281.84277,15.488043,51,81064.54035236729,222.74892,363.9279,12.475819,1.5083632,0,1,0,0,0,3.0122242,1.7373381,1.2748861,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,347.07380348053385,16.886266796605813,245.6389865714264,-7.47784113269539,false,false,0,true,true,false,true,false,false,true,false,1.0964923E-13,5.4769237E-13,0.9992449,,,,,,,,,,,,,,,,,,,,,,
118,117,405754448,6056695059045701120,,0.5383333333,Lower CentaurusâCrux,16.0,Rebull_2022,Rebull,2022,1636148068921376768,Gaia DR3 6056695059045701120,6056695059045701120,1545581835,2016.0,192.13101446849606,0.06315822,-59.74710537476609,0.072994605,10.76852726284382,0.09822528,109.63091,46.693043,-43.07434403021689,0.08542169,-18.02335372487377,0.10058998,0.20297614,-0.11126543,-0.17400613,0.06291176,-0.18030833,0.08245865,-0.093358755,0.067948736,0.22113803,0.25641608,531,531,530,1,126.119354,44297.633,1.0355318,1353.4724,31,false,1.3788904,,,,,,,,60,29,0.1480506,73,24,0,0.009083067,123.88037,0,0,6.814385,,,,,,,,,false,581,1223083.48357157,1068.2242,1144.9689,10.468726,66,408331.3338100357,1377.2715,296.47845,11.31101,64,1189290.045950211,2935.13,405.19162,9.559676,1.3062243,0,1,0,0,0,1.7513342,0.8422842,0.90905,20.131413,5.8055944,1,9,6,8,84.11445,22.444986,0.0,991.37415,42.512714,4000.0,4.5,-0.25,222,,,,9.178235,0.027779737,3,,NOT_AVAILABLE,302.56436789520524,3.1225651067326585,221.82181072081977,-48.62635084615407,false,false,0,true,true,false,false,false,false,true,false,1.13637784E-13,5.67615E-13,0.99885,,,,,,,,,,,,,,,,,,,,,,
119,118,405910546,6061362107917642240,,1.582916667,Lower CentaurusâCrux,16.0,Bouma_2024,Bouma,2024,1636148068921376768,Gaia DR3 6061362107917642240,6061362107917642240,1099792909,2016.0,192.75256372115962,0.007253264,-56.722430581345485,0.008790851,8.90657038236648,0.013087327,680.54926,37.101364,-33.60997972238836,0.009936559,-15.71243459557079,0.012644057,0.37707227,-0.13589795,0.0034428928,0.039293777,-0.115070336,0.032428257,-0.21856737,0.055764347,0.14793123,0.43141985,659,0,657,2,3.2301924,720.5322,0.0,0.0,31,false,1.301231,,,,,,,,76,28,0.019248378,90,29,0,0.010860443,168.36385,0,0,1.0902463,0.2577304,0.39992592,0.16420776,0.12090666,-69.43064,-53.826042,-57.992916,2.1773324,false,739,95114.89324284947,59.071396,1610.1683,13.241746,86,21937.98101759536,56.08936,391.12555,14.485551,87,111401.3023312366,137.34361,811.11383,12.13067,1.401876,0,66,0,1,0,2.3548813,1.2438049,1.1110764,12.008243,23.74587,1,31,13,21,35.987,65.20373,0.0,993.6245,135.14389,3500.0,4.0,-1.0,111,6.5332694,23.931374,8,11.613149,0.025614217,18,,NOT_AVAILABLE,302.872916038162,6.149270423103835,219.6604799532451,-45.9601757545074,false,false,0,true,true,false,false,false,true,true,false,1.0202512E-11,5.0961034E-11,1.0000273E-6,3576.111,3575.3516,3579.2026,4.0874,4.0854,4.0949,-0.5983,-0.5997,-0.5854,111.8315,111.6469,112.0486,0.6728,0.6706,0.6758,0.4517,0.4502,0.4538,0.2739,0.273,0.2751,MARCS
120,119,404144841,6081328723666902912,,0.4475,TW Hydrae association,10.0,Bouma_2024,Bouma,2024,1636148068921376768,Gaia DR3 6081328723666902912,6081328723666902912,347449671,2016.0,195.14446945711046,0.019446885,-51.21821299575643,0.022883259,12.937001039383508,0.031708,408.00433,55.435318,-51.82797296629747,0.026518285,-19.67067819581529,0.029901648,0.23299295,-0.2637183,-0.19687815,0.027011769,-0.13568231,0.027970172,-0.30988872,-0.12665933,-0.06595495,0.3254929,341,0,339,2,2.8258612,507.83838,0.13165139,5.275422,31,false,1.2243514,,,,,,,,41,20,0.045749404,50,21,0,0.013158032,138.80382,0,0,1.1102711,0.103053525,0.29546267,0.16751067,0.39874244,-175.5301,-59.748215,-45.918545,-16.119608,false,387,24304.736361112362,28.384249,856.2755,14.72314,46,3096.430189036133,15.500118,199.76816,16.61139,46,33840.21345361701,90.383286,374.40787,13.424313,1.5197303,0,2,0,0,0,3.1870766,1.8882494,1.2988272,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,304.3928944304514,11.62760780406434,217.2779881515014,-40.55064405212075,false,false,0,true,true,false,false,false,false,true,false,1.0284181E-13,5.136897E-13,0.9999189,,,,,,,,,,,,,,,,,,,,,,
121,120,312410638,6090854651891034496,,1.169166667,Upper CentaurusâLupus,16.0,Rebull_2022,Rebull,2022,1636148068921376768,Gaia DR3 6090854651891034496,6090854651891034496,249803033,2016.0,210.44269311981893,0.025737664,-50.26030249891458,0.03020209,7.280436101485646,0.03879326,187.67271,31.038113,-23.478767037206925,0.039597806,-20.300539628809283,0.03824815,-0.06733978,-0.104977846,-0.10484997,0.20527251,-0.22378229,0.22196883,-0.5172172,-0.101925895,0.22539099,0.078978814,399,0,399,0,2.6211967,527.1311,0.14372607,2.9793282,31,false,1.2301456,,,,,,,,45,17,0.056620892,51,27,0,0.0024733467,27.785479,1,0,1.0939429,0.23454466,0.05675278,0.28065097,0.7207429,148.63312,-44.306316,44.723026,-22.484304,false,438,10052.262411969128,17.828388,563.8346,15.681707,49,1355.0281611086205,11.098376,122.09247,17.50867,49,13922.605845596396,74.38991,187.15718,14.388595,1.5198205,0,0,0,1,0,3.1200762,1.8269634,1.2931128,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,314.28055268349016,11.055250685316768,227.57450969760242,-35.21573615764205,false,false,0,true,false,false,true,false,true,true,false,1.0508702E-13,5.7030964E-13,0.99969655,3323.1462,3320.3872,3326.0027,4.5923,4.585,4.5966,0.1796,0.1748,0.184,135.9078,135.1067,137.3162,1.1313,1.1221,1.1406,0.6998,0.6939,0.7056,0.4902,0.4864,0.4941,MARCS
122,121,167664935,6104139604209342464,,0.5854166667,Upper CentaurusâLupus,16.0,Bouma_2024,Bouma,2024,1636148068921376768,Gaia DR3 6104139604209342464,6104139604209342464,1407457337,2016.0,216.37105591664016,0.091162734,-41.225852027386146,0.06791491,15.96694468567398,0.092949554,171.78075,65.70305,-47.37547432465535,0.10192423,-45.524220337791505,0.08427588,0.18840371,-0.36241898,-0.21388671,-0.17006032,-0.10485058,-0.13054807,0.043951187,-0.07840637,0.19830424,0.03704163,181,181,181,0,54.74098,21326.254,0.6681205,642.6028,31,false,1.2838131,,,,,,,,21,15,0.14398083,27,11,0,0.08726591,14.445384,0,0,5.0510154,,,,,,,,,false,214,523454.258122293,2240.645,233.61766,11.39017,24,108009.55650158216,2249.555,48.013744,12.754887,24,638887.8078441005,6268.6094,101.91859,10.234334,1.4268627,0,0,0,0,0,2.5205526,1.3647165,1.1558361,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,321.3502228977214,18.258056255712063,227.94786011500574,-25.29206711907872,false,false,0,true,true,false,false,false,false,true,false,1.0202512E-11,5.0961034E-11,1.0000273E-6,3623.9338,3570.687,3634.4236,3.974,3.9724,3.9805,0.1829,0.1112,0.1977,64.2394,61.5951,64.5485,0.5308,0.4546,0.5537,0.3481,0.2971,0.3634,0.2283,0.196,0.2379,MARCS
123,122,89026133,6205993722841260032,,0.4666666667,Upper CentaurusâLupus,16.0,Stauffer_2021,Stauffer,2021,1636148068921376768,Gaia DR3 6205993722841260032,6205993722841260032,870172068,2016.0,230.64356355541406,0.062499277,-35.070729868887334,0.045100782,7.570994736930979,0.067390464,112.34519,33.407032,-22.31351010602409,0.07701632,-24.862364548924926,0.07013828,0.05379795,-0.3792534,-0.1413147,-0.26331753,-0.13897176,-0.25954384,0.27459028,-0.12437618,0.13182357,-0.19242208,191,0,191,0,44.06419,2961.472,0.4316555,124.46886,31,false,1.2539278,,,,,,,,22,14,0.11356829,24,9,0,0.009225618,47.61031,0,0,4.004869,0.21414833,0.27229062,0.3252017,0.7235705,-111.33442,-2.6498895,-9.681792,-31.06169,false,209,77843.66660675619,83.53974,931.816,13.459309,23,13070.332559929397,68.29691,191.37515,15.047826,23,101833.87849294762,257.91913,394.8287,12.228165,1.4760894,0,2,0,0,0,2.8196611,1.5885172,1.231144,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,334.80929562368084,18.28080001571462,237.32351373117473,-15.98864586245422,false,false,0,true,true,false,true,false,false,true,false,1.7308995E-13,8.6457566E-13,0.99296397,,,,,,,,,,,,,,,,,,,,,,
